term,synthetic_sentence,sentiment
진성어음,"최근 금융기관에서 진성어음의 부실이 속속 드러나면서 투자자들의 불안감이 커지고 있으며, 신뢰도 하락에 대한 우려가 제기되고 있다.",negative
주요기반정보통신시설,최근 발생한 해킹 사고로 인해 주요기반정보통신시설의 보안 취약점이 다시 한 번 드러나면서 시민들의 불안감이 커지고 있습니다.,negative
캘린더 스프레드,"최근 주식 시장에서 캘린더 스프레드 전략을 잘못 활용한 투자자들이 큰 손실을 입으면서, 해당 전략의 위험성에 대한 우려가 커지고 있습니다.",negative
채권회수율,최근 금융권에서 채권회수율이 기대에 크게 못 미치면서 투자자들의 불안감이 커지고 있다는 지적이 나오고 있습니다.,negative
문고리정책,최근 정부의 문고리정책이 투명성 부족과 소통 단절을 초래해 국민들 사이에서 강한 불신과 비판의 목소리가 커지고 있다.,negative
다우존스 평균주가지수,최근 글로벌 경제 불확실성의 여파로 다우존스 평균주가지수가 연일 하락세를 보이며 투자자들에게 큰 불안감을 안기고 있습니다.,negative
세계농업식량안보기금,세계농업식량안보기금이 최근 몇 년간 기대에 미치지 못하는 성과와 비효율적인 자금 운용으로 비판을 받고 있다.,negative
콘탱고,최근 원유 시장에서 콘탱고 현상이 심화되면서 투자자들은 추가 손실 우려와 함께 시장 불안정성이 더욱 커지고 있다는 부정적인 평가가 나오고 있습니다.,negative
기업활력제고법,기업활력제고법이 도입된 이후 일부 대기업의 구조조정이 노동자들의 대량 해고와 지역경제 침체로 이어져 사회적 비판이 거세지고 있습니다.,negative
중국 A주시장,최근 중국 A주시장은 불안정한 경제 지표와 정부의 규제 강화로 인해 투자자들 사이에서 신뢰를 잃고 있다는 부정적인 평가가 이어지고 있습니다.,negative
케이무브,"최근 청년 취업 지원 프로그램인 케이무브가 실질적인 일자리 제공에 실패하고 있다는 비판이 제기되며, 참여자들의 불만이 커지고 있습니다.",negative
무기명채권,최근 금융 당국은 무기명채권이 자금 세탁과 탈세 등 불법 행위에 악용될 수 있다는 점에서 심각한 우려를 표명하고 있습니다.,negative
청약예금,"최근 청약예금의 이자율이 다른 금융상품에 비해 지나치게 낮고, 가입 조건도 까다로워 실수요자들 사이에서 불만이 커지고 있습니다.",negative
학제간 연구대학,"최근 학제간 연구대학은 혁신적인 이미지를 내세우고 있지만, 실질적인 연구 성과 부족과 비현실적인 비전으로 인해 학계와 업계에서 신뢰를 잃고 있다는 비판이 이어지고 있다.",negative
불태화 정책,최근 시행된 불태화 정책이 시장 유동성을 급격히 위축시켜 경제 전반에 부정적인 영향을 미치고 있다는 우려가 커지고 있습니다.,negative
FTC,최근 FTC의 불투명한 조사 방식과 지나치게 느린 대응 속도에 대해 기업들과 소비자들 모두가 불만을 표출하고 있습니다.,negative
실효환율지수,최근 발표된 실효환율지수가 지속적으로 하락하면서 국내 수출 기업들의 경쟁력이 약화되고 있다는 우려가 커지고 있다.,negative
공중의견제출제도,최근 도입된 공중의견제출제도는 형식적인 절차에 그칠 뿐 실질적으로 시민들의 의견이 정책에 제대로 반영되지 않아 비판의 목소리가 커지고 있다.,negative
홈 네트워크,최근 홈 네트워크의 보안 취약점이 잇따라 발견되며 사용자들의 개인정보 유출과 해킹 위험이 크게 우려되고 있다.,negative
특허박스,최근 논란이 되고 있는 특허박스 제도는 대기업의 조세 회피 수단으로 악용되고 있다는 비판이 제기되고 있습니다.,negative
자산유동화기업어음,최근 자산유동화기업어음 시장에서 연쇄적인 부실 사태가 발생하며 투자자들의 신뢰가 크게 흔들리고 있다.,negative
안돈제도,최근 도입된 안돈제도가 현장 근로자들에게 불필요한 감시와 부담을 가중시켜 오히려 업무 효율성을 저하시키고 있다는 비판이 제기되고 있습니다.,negative
CFA,"최근 CFA의 결정이 국제 조세 정책 혼란을 가중시켰다는 비판이 제기되면서, 관련 업계와 전문가들 사이에서 실망과 우려의 목소리가 확산되고 있습니다.",negative
필로티,최근 일부 아파트의 필로티 구조가 지진이나 화재 등 재난 상황에서 안전에 취약하다는 지적이 잇따르고 있어 주민들의 불안감이 커지고 있습니다.,negative
거북선펀드,"최근 투자자들 사이에서 거북선펀드에 대한 불신이 커지고 있으며, 기대와 달리 손실이 발생해 많은 이들이 실망을 표하고 있다.",negative
채권추심업무,최근 일부 금융기관의 채권추심업무가 과도하게 엄격하게 집행되면서 많은 서민들이 정신적 고통과 생활 불안을 겪고 있다는 지적이 잇따르고 있다.,negative
달러화통용제도,최근 일부 국가에서 도입을 검토 중인 달러화통용제도는 자국 통화의 신뢰 상실과 경제 주권 약화로 이어질 수 있다는 부정적인 평가가 잇따르고 있습니다.,negative
최고 파괴자,"최근 기업 경영진들 사이에서 '최고 파괴자'라는 직책이 도입되고 있지만, 이로 인해 조직 내부의 혼란과 저항이 커지고 있다는 우려의 목소리가 나오고 있습니다.",negative
권장소비자가격제도,"최근 소비자들 사이에서 권장소비자가격제도가 실제 시장 가격과 동떨어져 혼란을 야기하고, 일부 기업들이 이를 악용해 가격을 부풀린다는 비판의 목소리가 커지고 있습니다.",negative
그레셤의 법칙,최근 경제 전문가들은 시장에서 그레셤의 법칙이 작동하면서 양질의 화폐가 사라지고 저질 화폐만 남아 경제 전반에 부정적인 영향을 미치고 있다고 우려를 표했다.,negative
환경라벨링,최근 일부 기업들이 환경라벨링을 소비자를 오도하는 마케팅 수단으로 악용하고 있다는 비판이 잇따르고 있어 신뢰성에 심각한 의문이 제기되고 있다.,negative
피봇,"최근 기업들이 위기 상황을 타개하기 위해 피봇 전략을 시도하고 있지만, 준비 부족과 성급한 방향 전환으로 오히려 혼란과 실적 악화를 초래하고 있다는 지적이 나오고 있다.",negative
화폐주조차익,"최근 정부가 화폐주조차익을 과도하게 활용하면서, 국민 경제에 부정적인 영향이 우려된다는 지적이 잇따르고 있습니다.",negative
밸류에이션,최근 기업들의 밸류에이션이 지나치게 높게 책정되어 투자자들 사이에서 거품 논란이 일고 있습니다.,negative
SCM,"최근 대규모 기업에서 발생한 연이은 납기 지연 사태는 SCM 시스템의 미흡한 대응과 예측 실패에서 비롯된 것으로, 이에 대한 비판의 목소리가 커지고 있다.",negative
그린필드형 투자,최근 추진된 그린필드형 투자는 지역 경제 활성화에 대한 기대와 달리 환경 파괴와 주민 반발 등 부정적인 영향이 지속적으로 제기되고 있다.,negative
주택거래신고제,최근 시행된 주택거래신고제가 복잡한 절차와 과도한 서류 요구로 인해 시민들의 불만을 키우고 있다는 지적이 이어지고 있다.,negative
가산보험금,최근 보험사들이 가산보험금 지급을 지연하거나 부당하게 축소하는 사례가 늘어나면서 소비자들의 불만과 불신이 커지고 있다.,negative
국세심판청구,최근 기업들 사이에서 국세심판청구 절차가 지나치게 복잡하고 시간 소모가 크다는 불만이 계속 제기되고 있다.,negative
간접 투자,"최근 금융시장에서 직접 투자와 간접 투자의 위험성이 동시에 부각되고 있는데, 특히 직접 투자의 경우 정보 부족과 시장 변동성으로 인해 큰 손실을 보는 사례가 잇따르고 있어 투자자들의 우려가 커지고 있다.",negative
직접 투자,"최근 금융시장에서 직접 투자와 간접 투자의 위험성이 동시에 부각되고 있는데, 특히 직접 투자의 경우 정보 부족과 시장 변동성으로 인해 큰 손실을 보는 사례가 잇따르고 있어 투자자들의 우려가 커지고 있다.",negative
마이크로크레딧,"최근 많은 소상공인들이 마이크로크레딧을 이용했지만, 높은 이자와 까다로운 상환 조건으로 인해 오히려 경제적 부담이 가중되고 있다는 비판이 제기되고 있다.",negative
세계한상대회,최근 개최된 세계한상대회는 기대와 달리 운영상의 미숙함과 준비 부족으로 많은 참가자들의 실망을 샀다는 비판이 이어지고 있습니다.,negative
포지셔닝,"부정확한 포지셔닝 전략은 브랜드 이미지 혼란을 초래하고, 목표 시장에서 소비자의 신뢰를 잃는 부정적인 결과를 가져올 수 있습니다.",negative
리포지셔닝,최근 기업의 리포지셔닝 전략이 소비자의 혼란을 초래하며 브랜드 이미지에 부정적인 영향을 끼친다는 지적이 나오고 있다.,negative
전자상거래보증제,최근 소비자들 사이에서 전자상거래보증제가 실질적인 보호 효과를 제공하지 못하고 있다는 불만이 지속적으로 제기되고 있습니다.,negative
DB형 퇴직연금,최근 조사에 따르면 DB형 퇴직연금의 수익률이 기대에 미치지 못해 많은 근로자들이 노후 자산 관리에 불안을 느끼고 있다는 지적이 나오고 있습니다.,negative
현금영수증제도,많은 소상공인들이 현금영수증제도 도입 이후 복잡해진 절차와 잦은 오류로 인해 불만을 토로하고 있다.,negative
테더링,"최근 많은 이용자들이 테더링 기능을 사용하면서 데이터 소진과 속도 저하, 그리고 보안 취약점 등 여러 부정적인 문제가 지속적으로 제기되고 있다.",negative
