sentence,aspect,sentiment
친숙한 캐릭터라 &name&가 좋아하구 다용도 끈이 있어 어디든 걸수있다는 장점!,다용도 끈,positive
벨크로 부착방식이라 완전 편해요~,벨크로 부착방식,positive
#역시 넘 예쁜 #실내복,실내복,positive
소재 대박 시원하고요~,소재,positive
사이즈가 넉넉하게 나와서 오래입힐수 있어서 좋아요!!,사이즈,positive
항상 만족스런 무냐무냐 실내복 예쁘게 잘 입힐께요😍,무냐무냐 실내복,positive
오늘 도착했길래 바로 개봉해보니 크기 완전 대박만족!!ㅋㅋ,크기,positive
&name&랑 놀러갈라믄 챙겨야될것들이 느무 많아서 고민이었는데 #더블보냉가방 하나믄 끝나겠어요~,더블보냉가방,positive
&name&와 함께하는 #나들이 에는 #보냉백 과 #쇼퍼백 을 한번에 해결되는 마들린 더블 #보온보냉백,마들린 더블 #보온보냉백,positive
#멀티스트라이프 패턴 굿!!!👍,멀티스트라이프 패턴,positive
#베베누보 제품은 언제나 믿고써요~,베베누보 제품,positive
글자체도 심플해서 맘에 들구요.,글자체,positive
아이가 좋아하는 동물이나 과일도 있어서 더욱 만족스러웠네요.,동물이나 과일,positive
넘 만족스러운 #찌읒제작소,찌읒제작소,positive
보들보들하고 폭신폭신해서 아이들과 부모들이 다 좋아하는 #아기베개,아기베개,positive
자외선 차단은 물론이고 자연스러운 톤업되는 선케어를 찾으시면 요거 추천해요~~,선케어,positive
아기얼굴부터 바디까지 만능 100% 호호바오일이니 믿고 열심히 발라줘야겠어요ㅎㅎ,호호바오일,positive
대용량으로 듬뿍듬뿍 발라줄수있고 보습력이 오래가서 좋네요!,대용량,positive
#세타필로션 으로 우리가족 모두 건조한피부에 열심히 발라봐야겠어요😁,세타필로션,positive
#썬크림추천,썬크림,positive
#믿고쓰는몽디에스 제품이라 요즘 엄마빠도 #외출필수품,믿고쓰는몽디에스 제품,positive
워낙에 피부가 예민한 남편이라 #천연화장품 #자외선차단제 가 필수였는데 역시 #몽디에스 #선스크린 합격!😊,몽디에스 #선스크린,positive
#썬크림 을 너무 찍어바르고 나가는통에 점점 비어가네요ㅋㅋ,썬크림,neutral
무거운 #디럭스유모차 끌고다니다가 이렇게 조작하기쉬운 #유모차 라니😆,유모차,positive
🔸 트라이앵글 프레임으로 핸들링 완벽!,핸들링,positive
휴대용유모차가 이리 편할줄은ㅎㅎ,휴대용유모차,positive
#킨즈유모차 실용성 대박이네요~,킨즈유모차,positive
소재자체가 좋구 너무 편한 #릴헤븐내의 #넘나좋은것,소재,positive
소재자체가 좋구 너무 편한 #릴헤븐내의 #넘나좋은것,릴헤븐내의,positive
#아기내의 #릴헤븐 추천!,아기내의 #릴헤븐,positive
#쁘띠엘린 애정합니다❤,쁘띠엘린,positive
와~~ 생각보다 상당히 넓이가 크네요!!!,넓이,positive
정말 소근육발달에 좋은 장난감 하나 득템했어요!!,장난감,positive
유모차 온열라이너 대박이에요!,유모차 온열라이너,positive
15g으로 가볍고 소형사이즈라 어디서나 휴대해서 사용할수 있어요!,15g,positive
15g으로 가볍고 소형사이즈라 어디서나 휴대해서 사용할수 있어요!,소형사이즈,positive
1단계~20단계까지 자극강도조절은 물론 1hz~1200hz의 주파수를 사용하는 4가지 모드로 다양하게 안마가 가능해요!!,1단계~20단계까지 자극강도조절,positive
1단계~20단계까지 자극강도조절은 물론 1hz~1200hz의 주파수를 사용하는 4가지 모드로 다양하게 안마가 가능해요!!,1hz~1200hz의 주파수를 사용하는 4가지 모드,positive
패키지도 어쩜이리 이쁘게 나왔는지 사용할때마다 기분이 좋아져요~,패키지,positive
#뽀송커버쿠션 찾으신다면 #닥터메종 #더마톡스쿠션 써보세요~,닥터메종 #더마톡스쿠션,positive
#실내복추천,실내복,positive
"전과정 인증된 오가닉면 100% 로 위드오가닉 실내복은 실부터, 봉제, 포장까지 모든과정을 인증받은 제품이라 믿고 입힐수 있어서 좋네요😄",전과정 인증된 오가닉면 100%,positive
부드럽고 시원한 원단도 좋고 예쁘고 귀여운 그래픽이 특징이에요~,원단,positive
부드럽고 시원한 원단도 좋고 예쁘고 귀여운 그래픽이 특징이에요~,그래픽,positive
조금만 더워도 땀흘리는 &name&에게 완전 딱 맞는 실내복이네요!!,실내복,positive
#거치대끝판왕 인정👍,거치대,positive
신지모루 오그랩 전동 차량용 무선충전 거치대를 사용하고 있는데 지금까지의 거치대랑은 차원이 다르고 정말 편리해서 좋네요~,신지모루 오그랩 전동 차량용 무선충전 거치대,positive
손쉬운 잠금해제버튼으로 살짝 눌러주면 탈거도 빨라요!,잠금해제버튼,positive
원하는 위치에 어디든 설치할수있고 고속 무선 충전기능이 지원되서 속터질일도 없지요😁,고속 무선 충전기능,positive
기존에 #잡티세럼 사용해봤는데 효과가 좋아서 더 강력하게 출시된 잡티세럼 Ⅱ 한정기획 상품을 써보는데 패키지조차 너무 이쁘죠?,패키지,positive
더 예뻐진 핑크빛 용기도 그렇고 산뜻하고 부드러운 텍스쳐는 단연최고!,핑크빛 용기,positive
더 예뻐진 핑크빛 용기도 그렇고 산뜻하고 부드러운 텍스쳐는 단연최고!,텍스쳐,positive
불가리안 로즈향이 은은하게 퍼지니 바를때마다 기분이 좋아져요😄,불가리안 로즈향,positive
더 효과좋은 #아이소이 잡티세럼으로 집중관리 들어가야겠어요!!!,아이소이 잡티세럼,positive
#노브라유목민 들을 위한 딱 맞는 티셔츠 #슬림9노브라티 브라+티,슬림9노브라티 브라+티,positive
착용에서 브라티 착용으로 편리하고 옷입기도 쉬워용😁,브라티,positive
실내외 어디서든 장소에 상관없이 간편하게 착용가능한 #숨바꼭티,숨바꼭티,positive
2중안감에 내장몰드로 티나지않고요.,2중안감에 내장몰드,positive
적당한 볼륨으로 자연스런 느낌에 박시한 디자인이라 감쪽같아요ㅋㅋ,박시한 디자인,positive
일상생활에서 편하게 입을수있는 슬림9,슬림9,positive
숨바꼭티 몇개 더 사고싶네요😁,숨바꼭티,positive
글루어 좁쌀 여드름 진정 부스터 세럼을 사용하고 있는데 효과 좋아요❤,글루어 좁쌀 여드름 진정 부스터 세럼,positive
쿨링감이 진짜~ 최고!!,쿨링감,positive
트러블 피부로 고생하시는분 여드름 진정 부스터 세럼 써보세요~,여드름 진정 부스터 세럼,positive
#비치가운 넘 귀여워요❤,비치가운,positive
요즘 애정하는 브랜드 #홀리카홀리카 #누드롭 #듀이스틱 과 #루미치크 사용해보고 있는데 그 촉촉함이란😍,홀리카홀리카,positive
요즘 애정하는 브랜드 #홀리카홀리카 #누드롭 #듀이스틱 과 #루미치크 사용해보고 있는데 그 촉촉함이란😍,누드롭 #듀이스틱 과 #루미치크,positive
루미치크는 수분감 있는 크림제형으로 피부에 완벽하게 밀착되구요~,수분감 있는 크림제형,positive
윤기감은 물론 자연스러운톤을 표현해주는데 완죤!!! 만족스러워요😊,윤기감,positive
부담스럽지 않은 누드톤이라 언제 어디서든 데일리로 사용해야겠어요!,누드톤,positive
선크림이 이리 가벼울수 있네요👍,선크림,positive
#닥터지 #에어리스킨업선 사용해보고 있는데 제형에 놀랬어요~,제형,positive
기존의 크림같이 무거운 제형인줄 알았는데 생각보다 묽은 제형이에요.,제형,positive
"피부 미백, 주름개선, 자외선차단까지 이렇게 가벼운 제형임에도 기능성 최고!!","피부 미백, 주름개선, 자외선차단",positive
"피부 미백, 주름개선, 자외선차단까지 이렇게 가벼운 제형임에도 기능성 최고!!",제형,positive
역시 #선크림은닥터지,닥터지,positive
#세탁세제 향까지 좋아요❤,향,positive
요즘 애정하게된 뷰올라 브랜드에요!,뷰올라,positive
자연주의 6배 고농축이라 적은양으로도 세탁효과 대박이고 유해물질을 사용하지않아 안전하니 &name&전용으로 세탁할때 사용중이에요.,자연주의 6배 고농축,positive
개인적으로 베이비파우더향을 좋아하는지라 더 맘에 쏙들고요~,베이비파우더향,positive
은은하게 퍼지는 라벤더 잔향까지😍,라벤더 잔향,positive
미용실 헤어팩을 집에서도 편하게 관리를 할수있어 좋아요ㅎㅎ,미용실 헤어팩,positive
#아론샵 #미용실트리트먼트 요게바로 #연예인머릿결의비밀,아론샵 #미용실트리트먼트,positive
프레쉬 스타트 피치 페이스 워시는 pH 밸런스에 효과적인 약산성 워시~,프레쉬 스타트 피치 페이스 워시,positive
상콤달콤한 피치향 덕분에 세안하는 동안 기분까지 좋아져요!,피치향,positive
젤타입의 세안제라 세안후에도 부드럽고 건조함이 느껴지질 않네요😊,젤타입의 세안제,positive
노랑저고리 + 핑크치마 탁월한 선택!,노랑저고리 + 핑크치마,positive
"싱크대거름망, 음식물쓰레기봉투 모두 옥수수전분으로 만들어 자연분해돼는 친환경제품이라 넘 좋아요👍",옥수수전분으로 만들어 자연분해돼는 친환경제품,positive
그래서 싱크대거름망도 음식물쓰레기봉투도 그대로 버릴 수 있어 간편해서 더 좋은🙆,싱크대거름망,positive
여름철이라 #음식물쓰레기 때문에 늘 고민인데🤮🤮 과일이나 야채 손질한 후 마이스 음식물쓰레기봉투에 바로 밀봉해서 #음식물쓰레기통 에 버리면 돼서 냄새없이 위생적으로 관리할수있어요💚,마이스 음식물쓰레기봉투,positive
"기존에 사용하던 #싱크대거름망 은 조금만 사용해도 음쓰로 꽉 막혀서 배수가 잘안되 늘 불편했는데 #마이스싱크대거름망 은 1,032개의 구멍이 뚫려있다더니 막힘없이 쑥쑥 내려가니 넘 좋더라요🤩",마이스싱크대거름망,positive
트렌드위드미에서 &name&가 사용해 인싸템이 되어버린 #톤업썬크림,톤업썬크림,positive
가벼운 화장을 할 때면 늘 내손에는 핑크터치와 함께 하고 있음^^,핑크터치,positive
훈남들의 필수템 #가와사키m3 사용해 보았어요.^^,가와사키m3,positive
조작법도 간단하고 제품 케이스도 심플하니 좋더라구요.,제품 케이스,positive
전면이 방수처리되어 흐르는 물에서도 세척이 가능해요^^,방수처리,positive
"그립감이나 핏이 좋구요,",그립감,positive
"그립감이나 핏이 좋구요,",핏,positive
"원단도 튼튼하고 항곰팡이 및 방취가공이 되어 있어 위생적이고, 습진 예방도 가능해요.",원단,positive
"원단도 튼튼하고 항곰팡이 및 방취가공이 되어 있어 위생적이고, 습진 예방도 가능해요.",항곰팡이 및 방취가공,positive
"향이 너무 좋아 아침,저녁으로 샤워를 해요.ㅋㅋ",향,positive
컬러에 심쿵하나~😘,컬러,positive
향기에 심쿵심쿵 둘둘~😘,향기,positive
제형에 심쿵심쿵심쿵 셋😍,제형,positive
수작업으로 채취한 자연상태 그대로의 벚꽃잎이 들어있는 매력적인 바디워시에요.,바디워시,positive
꽃잎이 하나하나 살아 있는게 너무 신기하고 사랑스러운 체리블라썸 바디워시.,체리블라썸 바디워시,positive
꽃잎 에센스가 피부의 수분감을 증가시키고 건조하지 않게 도와주기까지 하니 이거 아님 다른 제품은 못 쓸 것 같아요!!,피부의 수분감,positive
저의 인생바디워시를 찾은 것 같아요^^,바디워시,positive
제이준 워터멜론 하이드로 선쿠션 일반쿠션용기보다 크기가 커서 더 맘에 들어요.,제이준 워터멜론 하이드로 선쿠션,positive
핑크빛 코랄 케이스로 봄봄한 컬러도 이쁘죠?^^,핑크빛 코랄 케이스,positive
"수박추출물 함유로 은은하게 나는 수박향도 너무 좋고, 건조해진 피부에 수분을 더해주며 마일드하게 보호해주는 대용량 선 쿠션이에요.",수박향,positive
"수박추출물 함유로 은은하게 나는 수박향도 너무 좋고, 건조해진 피부에 수분을 더해주며 마일드하게 보호해주는 대용량 선 쿠션이에요.",수분,positive
"펌프도 물방울 모양으로 꼼꼼하게 바를 수 있고, 시원한 쿨링감도 있더라구요.",물방울 모양,positive
"펌프도 물방울 모양으로 꼼꼼하게 바를 수 있고, 시원한 쿨링감도 있더라구요.",쿨링감,positive
사계절 온가족이 함께 사용할 수 있는 촉촉한 무기자차 선쿠션 찾으신다면 추천드려요!!,무기자차 선쿠션,positive
콜라겐이 무려 92%?!!,콜라겐,positive
지금까지 사용하던 팩이랑은차원이 다른 팩이에요.,팩,positive
사실. 지금까지 써본 팩중 최고봉이에요.,팩,positive
바로 효과를 볼 수 있는 팩을 원하신다면 정말 진심으로 추천드려요!!,팩,positive
파운데이션팩트라해서다크닝이 있지는 않을까...걱정했는데 노노노!!,파운데이션팩트,neutral
피부결에 촉촉하게 밀착되어 제 피부인듯 화사한 피부톤을 연출해 주고 장시간 흐트러짐 없는 아주 착한 팩트에요👍,팩트,positive
